,person_dim_id,vehicle_count,hhincome_broad,car_share,numadults,numchildren,age_category,gender,employment,education,license,o_tract10
2360,1712403901,2 vehicles,"$100,000 or more",No,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033025102.0
2361,1712403903,2 vehicles,"$100,000 or more",No,2,2,Under 18 years,Female,Unknown,Unknown,Unknown,53033025102.0
2362,1712403904,2 vehicles,"$100,000 or more",No,2,2,Under 18 years,Female,Unknown,Unknown,Unknown,53033025102.0
2363,1712405301,3 vehicles,"$100,000 or more",No,2,1,18-64 years,Male,Self-employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033023803.0
2364,1712405302,3 vehicles,"$100,000 or more",No,2,1,18-64 years,Female,Homemaker,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033023900.0
2365,1712405303,3 vehicles,"$100,000 or more",No,2,1,Under 18 years,Female,Unknown,Unknown,Unknown,53033023900.0
2366,1712406201,2 vehicles,"$100,000 or more",No,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033022003.0
2367,1712406202,2 vehicles,"$100,000 or more",No,2,1,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033022003.0
2368,1712406401,0 (no vehicles),"Under $25,000",Yes,1,0,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033005200.0
2369,1712409101,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033032324.0
2370,1712409102,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033032324.0
2371,1712409301,1 vehicle,"$100,000 or more",Yes,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033003000.0
2372,1712409302,1 vehicle,"$100,000 or more",Yes,2,1,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033003000.0
2373,1712409303,1 vehicle,"$100,000 or more",Yes,2,1,Under 18 years,Female,Unknown,Unknown,Unknown,53033003000.0
2374,1712414201,1 vehicle,"$100,000 or more",No,1,1,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033023604.0
2375,1712414202,1 vehicle,"$100,000 or more",No,1,1,Under 18 years,Male,Unknown,Unknown,Unknown,53033023604.0
2376,1712415901,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Male,Self-employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033009400.0
2377,1712415902,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033009400.0
2378,1712417201,2 vehicles,Unknown,No,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033032313.0
2379,1712417202,2 vehicles,Unknown,No,2,1,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033032313.0
2380,1712417203,2 vehicles,Unknown,No,2,1,Under 18 years,Female,Unknown,Unknown,Unknown,53033032313.0
2381,1712418401,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033009800.0
2382,1712418402,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,Retired,Some college,"Yes, has an intermediate or unrestricted license",53033009800.0
2383,1712420401,2 vehicles,"$100,000 or more",No,2,0,65 years+,Male,Retired,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033005600.0
2384,1712421101,1 vehicle,"$50,000-$74,999",No,1,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033022605.0
2385,1712423901,0 (no vehicles),"$100,000 or more",Yes,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",High school graduate,"Yes, has an intermediate or unrestricted license",53033007200.0
2386,1712427301,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033008700.0
2387,1712427302,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033008700.0
2388,1712431101,2 vehicles,"$75,000-$99,999",No,1,0,65 years+,Male,Retired,Associates degree,"Yes, has an intermediate or unrestricted license",53033007500.0
2389,1712431501,1 vehicle,"Under $25,000",No,2,0,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Some college,"Yes, has an intermediate or unrestricted license",53053072901.0
2390,1712431601,4 vehicles,"$50,000-$74,999",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Vocational/technical training,"Yes, has an intermediate or unrestricted license",53033031400.0
2391,1712431602,4 vehicles,"$50,000-$74,999",No,2,0,65 years+,Male,"Employed part time (fewer than 35 hours/week, paid)",High school graduate,"Yes, has an intermediate or unrestricted license",53033031400.0
2392,1712432401,0 (no vehicles),"$100,000 or more",Yes,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033004700.0
2393,1712432402,0 (no vehicles),"$100,000 or more",Yes,2,1,18-64 years,Female,Homemaker,Bachelor degree,"No, does not have a license or permit",53033004700.0
2394,1712432403,0 (no vehicles),"$100,000 or more",Yes,2,1,Under 18 years,Male,Unknown,Unknown,Unknown,53033003300.0
2395,1712434201,3 vehicles,"$75,000-$99,999",No,2,1,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53033001600.0
2396,1712434202,3 vehicles,"$75,000-$99,999",No,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Some college,"Yes, has an intermediate or unrestricted license",53033030309.0
2397,1712434203,3 vehicles,"$75,000-$99,999",No,2,1,Under 18 years,Male,Unknown,Unknown,"Yes, has an intermediate or unrestricted license",53033030309.0
2398,1712435001,2 vehicles,"$100,000 or more",No,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033023202.0
2399,1712435002,2 vehicles,"$100,000 or more",No,2,1,18-64 years,Female,Homemaker,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033023202.0
2400,1712435003,2 vehicles,"$100,000 or more",No,2,1,Under 18 years,Female,Unknown,Unknown,Unknown,53033023700.0
2401,1712435201,4 vehicles,"$50,000-$74,999",Yes,1,0,65 years+,Female,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033032102.0
2402,1712436001,1 vehicle,"Under $25,000",No,2,0,18-64 years,Female,Self-employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033032309.0
2403,1712436002,1 vehicle,"Under $25,000",No,2,0,18-64 years,Male,Not currently employed,High school graduate,"No, does not have a license or permit",53033032309.0
2404,1712437701,1 vehicle,"$50,000-$74,999",No,2,1,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033000700.0
2405,1712437702,1 vehicle,"$50,000-$74,999",No,2,1,18-64 years,Male,Self-employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033000700.0
2406,1712437703,1 vehicle,"$50,000-$74,999",No,2,1,Under 18 years,Male,Unknown,Unknown,Unknown,53033000700.0
2407,1712441101,2 vehicles,"$75,000-$99,999",No,2,0,18-64 years,Male,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033022803.0
2408,1712441102,2 vehicles,"$75,000-$99,999",No,2,0,65 years+,Female,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033032324.0
2409,1712445801,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033032324.0
2410,1712445802,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Female,Self-employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033032324.0
2411,1712446401,2 vehicles,"$50,000-$74,999",No,2,0,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53053062300.0
2412,1712446601,1 vehicle,"$50,000-$74,999",No,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",High school graduate,"Yes, has an intermediate or unrestricted license",53033032309.0
2413,1712450001,1 vehicle,"$75,000-$99,999",No,1,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033011402.0
2414,1712454301,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007300.0
2415,1712456501,1 vehicle,"$75,000-$99,999",No,2,0,18-64 years,Female,Homemaker,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033022605.0
2416,1712456502,1 vehicle,"$75,000-$99,999",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033022605.0
2417,1712457301,1 vehicle,"$100,000 or more",Yes,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033007401.0
2418,1712458301,1 vehicle,"$50,000-$74,999",No,1,0,18-64 years,Female,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033029001.0
2419,1712458801,1 vehicle,"$50,000-$74,999",No,2,0,18-64 years,Male,Retired,Less than high school,"Yes, has an intermediate or unrestricted license",53033010300.0
2420,1712458802,1 vehicle,"$50,000-$74,999",No,2,0,65 years+,Female,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033010300.0
2421,1712459701,1 vehicle,"$100,000 or more",No,1,0,65 years+,Female,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033005802.0
2422,1712461701,1 vehicle,"$50,000-$74,999",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033023604.0
2423,1712462501,4 vehicles,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53053061400.0
2424,1712462502,4 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53053072311.0
2425,1712462801,1 vehicle,"$25,000-$49,999",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Vocational/technical training,"Yes, has an intermediate or unrestricted license",53033000700.0
2426,1712463701,0 (no vehicles),"$100,000 or more",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"No, does not have a license or permit",53033009900.0
2427,1712468801,2 vehicles,"$100,000 or more",No,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033022606.0
2428,1712468802,2 vehicles,"$100,000 or more",No,2,1,18-64 years,Female,Homemaker,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033024000.0
2429,1712468803,2 vehicles,"$100,000 or more",No,2,1,Under 18 years,Female,Unknown,Unknown,Unknown,53033022606.0
2430,1712471301,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033003200.0
2431,1712472201,1 vehicle,"Under $25,000",No,1,0,65 years+,Male,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033032210.0
2432,1712474601,2 vehicles,"$25,000-$49,999",No,2,2,18-64 years,Female,Homemaker,Bachelor degree,"Yes, has an intermediate or unrestricted license",53053070703.0
2433,1712474602,2 vehicles,"$25,000-$49,999",No,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Some college,"Yes, has an intermediate or unrestricted license",53053070703.0
2434,1712474603,2 vehicles,"$25,000-$49,999",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53053070703.0
2435,1712474604,2 vehicles,"$25,000-$49,999",No,2,2,Under 18 years,Female,Unknown,Unknown,Unknown,53053070703.0
2436,1712475401,2 vehicles,"$100,000 or more",No,2,0,65 years+,Male,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033009800.0
2437,1712475402,2 vehicles,"$100,000 or more",No,2,0,65 years+,Female,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033009800.0
2438,1712476501,0 (no vehicles),"$75,000-$99,999",Yes,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033007300.0
2439,1712481301,2 vehicles,"$25,000-$49,999",No,2,0,65 years+,Male,Retired,High school graduate,"Yes, has an intermediate or unrestricted license",53033031703.0
2440,1712485401,2 vehicles,"$50,000-$74,999",No,2,2,18-64 years,Female,Homemaker,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033026300.0
2441,1712485402,2 vehicles,"$50,000-$74,999",No,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Some college,"Yes, has an intermediate or unrestricted license",53033026300.0
2442,1712485403,2 vehicles,"$50,000-$74,999",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53033026300.0
2443,1712485404,2 vehicles,"$50,000-$74,999",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53033026300.0
2444,1712486101,3 vehicles,"$100,000 or more",No,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Some college,"Yes, has an intermediate or unrestricted license",53061053802.0
2445,1712486102,3 vehicles,"$100,000 or more",No,2,1,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53061053802.0
2446,1712486201,5 vehicles,"$100,000 or more",No,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53035090900.0
2447,1712486202,5 vehicles,"$100,000 or more",No,2,2,18-64 years,Female,Homemaker,Bachelor degree,"Yes, has an intermediate or unrestricted license",53035090900.0
2448,1712486203,5 vehicles,"$100,000 or more",No,2,2,Under 18 years,Male,Unknown,Unknown,"Yes, has an intermediate or unrestricted license",53035090900.0
2449,1712486204,5 vehicles,"$100,000 or more",No,2,2,Under 18 years,Female,Unknown,Unknown,Unknown,53035090900.0
2450,1712487501,0 (no vehicles),"Under $25,000",No,1,0,18-64 years,Female,Retired,Some college,"No, does not have a license or permit",53033030314.0
2451,1712493901,2 vehicles,"$100,000 or more",No,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033010500.0
2452,1712493902,2 vehicles,"$100,000 or more",No,2,1,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Vocational/technical training,"Yes, has an intermediate or unrestricted license",53033010500.0
2453,1712493903,2 vehicles,"$100,000 or more",No,2,1,Under 18 years,Male,Unknown,Unknown,Unknown,53033010500.0
2454,1712494301,1 vehicle,"$100,000 or more",Yes,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007402.0
2455,1712494302,1 vehicle,"$100,000 or more",Yes,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007402.0
2456,1712494401,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033032321.0
2457,1712495002,2 vehicles,"$75,000-$99,999",No,2,2,18-64 years,Female,Homemaker,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033022606.0
2458,1712495003,2 vehicles,"$75,000-$99,999",No,2,2,Under 18 years,Female,Unknown,Unknown,Unknown,53033022606.0
2459,1712496201,2 vehicles,"$100,000 or more",Yes,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033007000.0
2460,1712496202,2 vehicles,"$100,000 or more",Yes,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007000.0
2461,1712497201,0 (no vehicles),"$50,000-$74,999",Yes,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007200.0
2462,1712499601,1 vehicle,"$100,000 or more",No,2,0,65 years+,Male,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033008002.0
2463,1712505601,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033007402.0
2464,1712510201,1 vehicle,"$75,000-$99,999",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033010300.0
2465,1712511401,0 (no vehicles),"$25,000-$49,999",No,1,0,65 years+,Female,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033001200.0
2466,1712511601,1 vehicle,"$50,000-$74,999",No,1,0,18-64 years,Another,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007500.0
2467,1712515001,1 vehicle,"$25,000-$49,999",No,1,0,65 years+,Male,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033004302.0
2468,1712524901,1 vehicle,"Under $25,000",Yes,1,0,18-64 years,Male,Self-employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033004302.0
2469,1712525901,1 vehicle,"$100,000 or more",No,1,0,18-64 years,Female,Self-employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007500.0
2470,1712526901,1 vehicle,"$75,000-$99,999",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033007300.0
2471,1712526902,1 vehicle,"$75,000-$99,999",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"No, does not have a license or permit",53033004302.0
2472,1712527101,2 vehicles,"$100,000 or more",No,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033022802.0
2473,1712527103,2 vehicles,"$100,000 or more",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53033022802.0
2474,1712527104,2 vehicles,"$100,000 or more",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53033022802.0
2475,1712528601,3 vehicles,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033005000.0
2476,1712528602,3 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033005000.0
2477,1712529701,0 (no vehicles),"$100,000 or more",No,2,0,65 years+,Female,Homemaker,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033008500.0
2478,1712530401,1 vehicle,"$100,000 or more",Yes,2,3,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033010001.0
2479,1712530402,1 vehicle,"$100,000 or more",Yes,2,3,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033010001.0
2480,1712530403,1 vehicle,"$100,000 or more",Yes,2,3,Under 18 years,Male,Unknown,Unknown,Unknown,53033010001.0
2481,1712530404,1 vehicle,"$100,000 or more",Yes,2,3,Under 18 years,Female,Unknown,Unknown,Unknown,53033010001.0
2482,1712530405,1 vehicle,"$100,000 or more",Yes,2,3,Under 18 years,Female,Unknown,Unknown,Unknown,53033010001.0
2483,1712532701,1 vehicle,"$50,000-$74,999",No,1,0,65 years+,Female,Retired,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033001900.0
2484,1712533301,2 vehicles,"$100,000 or more",No,2,2,18-64 years,Female,Homemaker,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53035092400.0
2485,1712533302,2 vehicles,"$100,000 or more",No,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53035092400.0
2486,1712533303,2 vehicles,"$100,000 or more",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53035092400.0
2487,1712533304,2 vehicles,"$100,000 or more",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53035092400.0
2488,1712539101,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033007000.0
2489,1712539102,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033007000.0
2490,1712540701,1 vehicle,"Under $25,000",No,3,0,18-64 years,Male,"Employed part time (fewer than 35 hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033005200.0
2491,1712540702,1 vehicle,"Under $25,000",No,3,0,18-64 years,Male,"Employed part time (fewer than 35 hours/week, paid)",Some college,"Yes, has an intermediate or unrestricted license",53033007300.0
2492,1712540703,1 vehicle,"Under $25,000",No,3,0,18-64 years,Male,"Employed part time (fewer than 35 hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033005200.0
2493,1712541001,0 (no vehicles),"$25,000-$49,999",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"No, does not have a license or permit",53033007402.0
2494,1712541901,0 (no vehicles),"Under $25,000",No,1,0,18-64 years,Female,Not currently employed,Some college,"Yes, has an intermediate or unrestricted license",53061040800.0
2495,1712543901,1 vehicle,Unknown,No,1,0,18-64 years,Unknown,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033032309.0
2496,1712544301,1 vehicle,"$100,000 or more",No,1,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033032309.0
2497,1712546501,1 vehicle,"$25,000-$49,999",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53033005301.0
2498,1712546502,1 vehicle,"$25,000-$49,999",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Vocational/technical training,"Yes, has an intermediate or unrestricted license",53033005301.0
2499,1712547201,0 (no vehicles),"$100,000 or more",Yes,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033008100.0
2500,1712547501,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Male,Retired,Bachelor degree,"Yes, has an intermediate or unrestricted license",53053071210.0
2501,1712547502,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,Retired,Bachelor degree,"Yes, has an intermediate or unrestricted license",53053071210.0
2502,1712547601,2 vehicles,"$100,000 or more",No,2,0,65 years+,Female,Retired,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033005802.0
2503,1712547602,2 vehicles,"$100,000 or more",No,2,0,65 years+,Male,"Employed part time (fewer than 35 hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033005802.0
2504,1712547701,1 vehicle,"$100,000 or more",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033022803.0
2505,1712548301,2 vehicles,"$100,000 or more",No,2,0,65 years+,Female,"Employed part time (fewer than 35 hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033032321.0
2506,1712548302,2 vehicles,"$100,000 or more",No,2,0,65 years+,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033032321.0
2507,1712548801,1 vehicle,"$50,000-$74,999",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53053061601.0
2508,1712548802,1 vehicle,"$50,000-$74,999",No,2,0,18-64 years,Another,"Employed part time (fewer than 35 hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53053061601.0
2509,1712550401,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Female,Unpaid volunteer or intern,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007000.0
2510,1712550402,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has a learner’s permit",53033007000.0
2511,1712551401,2 vehicles,"$100,000 or more",No,2,0,65 years+,Male,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53061050200.0
2512,1712551402,2 vehicles,"$100,000 or more",No,2,0,65 years+,Female,Retired,High school graduate,"Yes, has an intermediate or unrestricted license",53061050200.0
2513,1712551601,1 vehicle,"$100,000 or more",No,1,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033004700.0
2514,1712552901,1 vehicle,"$75,000-$99,999",Yes,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033007600.0
2515,1712552902,1 vehicle,"$75,000-$99,999",Yes,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007600.0
2516,1712553501,0 (no vehicles),Unknown,No,1,0,18-64 years,Male,Not currently employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033004301.0
2517,1712554601,1 vehicle,"$75,000-$99,999",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033029303.0
2518,1712555401,2 vehicles,"$25,000-$49,999",No,4,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Vocational/technical training,"Yes, has an intermediate or unrestricted license",53033001300.0
2519,1712555402,2 vehicles,"$25,000-$49,999",No,4,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Less than high school,"Yes, has an intermediate or unrestricted license",53033001300.0
2520,1712555404,2 vehicles,"$25,000-$49,999",No,4,0,18-64 years,Male,Not currently employed,Bachelor degree,"No, does not have a license or permit",53033001300.0
2521,1712557601,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Male,Self-employed,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53061041202.0
2522,1712557602,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53061053508.0
